id,id_str,tweet,conversation_id,created_at,timezone,place,replies_count,likes_count,retweets_count,user_id,screen_name,name,link,mentions,hashtags,cashtags,urls,photos,quote_url,video,tweet_update_date_time,tweet_id,db_id,tweet_date_time,tweet_date,tweet_time,stemmed,tokenized_tweet,Prediction,Score
1634329398286618624,1634329398286618624,Yok temen temen BLINK yang masih cari cat 1 left untuk day 2 bisa dm aku yaa Aku ada cat 1 left row AF3 cuma 2 300 aja kak masih bisa nego tipis yaa BLACKPINKinJAKARTA BLACKPINKinJKT BORNPINKinJAKARTA BORNPINKinJKT BORNPINKJakarta BLACKPINKjakarta BLACKPINK WORLDTOUR,1634329398286618624,2023-03-30 09:26:25,,,0,0,0,1549694364607463424,sunflowieberry,Anis,https://twitter.com/sunflowieberry/status/1634329398286618624,,"BLACKPINKinJAKARTA,BLACKPINKinJKT,BORNPINKinJAKARTA,BORNPINKinJKT,BORNPINKJakarta,BLACKPINKjakarta,BLACKPINK_WORLDTOUR",,,,,0,2023-03-16 09:28:42,85931757,87247,2023-03-11 06:04:27,,,yok temen temen blink yang masih cari cat left untuk day bisa dm aku yaa aku ada cat left row af cuma aja kak masih bisa nego tipis yaa blackpinkinjakarta blackpinkinjkt bornpinkinjakarta bornpinkinjkt bornpinkjakarta blackpinkjakarta blackpink worldtour,"{'bornpinkinjkt', 'cat', 'temen', 'bornpinkjakarta', 'kak', 'row', 'blackpinkinjakarta', 'blackpinkinjkt', 'blackpinkjakarta', 'bornpinkinjakarta', 'cari', 'yok', 'af', 'tipis', 'worldtour', 'nego', 'aja', 'dm', 'blackpink', 'left', 'yaa', 'blink', 'day'}",Neutral,0.0
1634330460561219587,1634330460561219587,Wts Bornpink Day 2 cat 2 1 8jt dp kecil pelunasan cod venue Cod dalam bentuk gelang All proof boleh dm Trusted WTSBLACKPINKJAKARTA wtsblackpink BORNPINKJakarta BORNPINK BLACKPINK BLACKPINK BORNPINK BLACKPINK WORLDTOUR WTSTIKETBLACKPINK,1633771234470268928,2023-03-30 09:26:25,,,1,0,0,1597060519034490880,ouryellow3to3,ouryellow,https://twitter.com/ouryellow3to3/status/1634330460561219587,,"WTSBLACKPINKJAKARTA,wtsblackpink,BORNPINKJakarta,BORNPINK,BLACKPINK,BLACKPINK_BORNPINK,BLACKPINK_WORLDTOUR,WTSTIKETBLACKPINK",,,,,0,2023-03-16 09:28:42,85931758,87247,2023-03-11 06:08:40,,,wts bornpink day cat jt dp kecil pelunasan cod venue cod dalam bentuk gelang all proof boleh dm trusted wtsblackpinkjakarta wtsblackpink bornpinkjakarta bornpink blackpink blackpink bornpink blackpink worldtour wtstiketblackpink,"{'cat', 'bentuk', 'bornpinkjakarta', 'wtsblackpinkjakarta', 'trusted', 'venue', 'dp', 'all', 'gelang', 'bornpink', 'proof', 'wts', 'worldtour', 'jt', 'dm', 'blackpink', 'pelunasan', 'cod', 'wtsblackpink', 'day', 'wtstiketblackpink'}",Neutral,0.0
1634331262159847424,1634331262159847424,WTS TIKET BORN PINK CAT 1 Day 2 1 tiket Seat AG159 Bisa COD sekitar jakarta Normal price BORNPINKJakarta BLACKPINK WORLDTOUR BLACKPINKinJAKARTA BORNPINKinJAKARTA BORNPINKinJKT WTSBLACKPINKJAKARTA,1634331262159847424,2023-03-30 09:26:25,,,1,0,0,875563165030858752,dabxgurl,BLURAY GROUP SHARING,https://twitter.com/dabxgurl/status/1634331262159847424,,"BORNPINKJakarta,BLACKPINK_WORLDTOUR,BLACKPINKinJAKARTA,BORNPINKinJAKARTA,BORNPINKinJKT,WTSBLACKPINKJAKARTA",,,,,0,2023-03-16 09:28:42,85931759,87247,2023-03-11 06:11:51,,,wts tiket born pink cat day tiket seat ag bisa cod sekitar jakarta normal price bornpinkjakarta blackpink worldtour blackpinkinjakarta bornpinkinjakarta bornpinkinjkt wtsblackpinkjakarta,"{'bornpinkinjkt', 'cat', 'bornpinkjakarta', 'jakarta', 'wtsblackpinkjakarta', 'pink', 'blackpinkinjakarta', 'tiket', 'ag', 'price', 'bornpinkinjakarta', 'normal', 'wts', 'worldtour', 'blackpink', 'cod', 'seat', 'day', 'born'}",Neutral,0.0
1634333176796712961,1634333176796712961,WTS BORNPINKJakarta UNDER PRICE Last Stock Platinum Left Day 1 1 tiket Cat 2 Day 1 1 tiket kursi K Day 2 2 tiket kursi AD tiket fisik COD Venue BLACKPINK WORLDTOUR BLACKPINKinJAKARTA BLACKPINKinJKT,1634333176796712961,2023-03-30 09:26:25,,,1,1,0,1180021873385426945,Vivin53277143,Vivin,https://twitter.com/Vivin53277143/status/1634333176796712961,,"BORNPINKJakarta,BLACKPINK_WORLDTOUR,BLACKPINKinJAKARTA,BLACKPINKinJKT",,,,,0,2023-03-16 09:28:42,85931760,87247,2023-03-11 06:19:28,,,wts bornpinkjakarta under price last stock platinum left day tiket cat day tiket kursi k day tiket kursi ad tiket fisik cod venue blackpink worldtour blackpinkinjakarta blackpinkinjkt,"{'cat', 'bornpinkjakarta', 'blackpinkinjakarta', 'blackpinkinjkt', 'tiket', 'venue', 'price', 'platinum', 'stock', 'wts', 'under', 'kursi', 'worldtour', 'last', 'blackpink', 'left', 'fisik', 'cod', 'k', 'day', 'ad'}",Neutral,0.0
1634333349438435328,1634333349438435328,WTS Want to sell Blackpink BORN PINK in Jakarta 1 tix CAT 2 right Day 2 12 Mar 2 650 COD venue gosend More info DM BORNPINKJakarta BLACKPINKinJKT wtsblackpink,1634333349438435328,2023-03-30 09:26:25,,,0,0,0,1889864881,ferrenicaaa,Ferren,https://twitter.com/ferrenicaaa/status/1634333349438435328,,"BORNPINKJakarta,BLACKPINKinJKT,wtsblackpink",,,https://pbs.twimg.com/media/Fq5Rg2SXsAImM6C.jpg,,1,2023-03-16 09:28:42,85931761,87247,2023-03-11 06:20:09,,,wts want to sell blackpink born pink in jakarta tix cat right day mar cod venue gosend more info dm bornpinkjakarta blackpinkinjkt wtsblackpink,"{'cat', 'right', 'in', 'jakarta', 'bornpinkjakarta', 'sell', 'pink', 'blackpinkinjkt', 'venue', 'want', 'info', 'tix', 'mar', 'more', 'wts', 'gosend', 'to', 'dm', 'blackpink', 'cod', 'wtsblackpink', 'day', 'born'}",Neutral,0.0
1634333662987845633,1634333662987845633,Road to BLACKPINK WORLD TOUR BORN PINK IN JAKARTA Hai Kami masih ada CAT 3 DAY 1 ya Boleh tanya tanya dulu ataupun nego kok Hit us on DM t wts tiket blackpink jakarta BORNPINKJAKARTA BLACKPINKinJAKARTA,1632731114120056833,2023-03-30 09:26:25,,,1,0,0,1356619052890771456,babeldoo,doo: OPEN JASTIP WAYV FANMEETING IN JAKARTA! ????,https://twitter.com/babeldoo/status/1634333662987845633,,"BORNPINKJAKARTA,BLACKPINKinJAKARTA",,,https://pbs.twimg.com/media/Fq5Ry9saAAAUPGp.jpg,,1,2023-03-16 09:28:42,85931762,87247,2023-03-11 06:21:24,,,road to blackpink world tour born pink in jakarta hai kami masih ada cat day ya boleh tanya tanya dulu ataupun nego kok hit us on dm t wts tiket blackpink jakarta bornpinkjakarta blackpinkinjakarta,"{'on', 'cat', 'road', 'hit', 'in', 'jakarta', 'ya', 't', 'bornpinkjakarta', 'hai', 'pink', 'blackpinkinjakarta', 'tiket', 'world', 'wts', 'to', 'us', 'nego', 'dm', 'blackpink', 'tour', 'day', 'born'}",Neutral,0.0
1634334042299703296,1634334042299703296,STILL AVAILABLE WTS WANT TO SALE BLACKPINK WORLD TOUR BORN PINK JAKARTA 1 ticket section Cat 1 Right Day 1 dm for price amp details Sudah jadi gelang amp SIAP DIGOJEK JUAL RUGI BORNPINKJakarta WTS wantosale BLACKPINK WORLDTOUR tiketblackpink,1634334042299703296,2023-03-30 09:26:25,,,2,0,0,578490764,jintothejin,????,https://twitter.com/jintothejin/status/1634334042299703296,,"BORNPINKJakarta,WTS,wantosale,BLACKPINK_WORLDTOUR,tiketblackpink",,,https://pbs.twimg.com/media/Fq5SI_8akAEm8oC.jpg,,1,2023-03-16 09:28:42,85931763,87247,2023-03-11 06:22:54,,,still available wts want to sale blackpink world tour born pink jakarta ticket section cat right day dm for price amp details sudah jadi gelang amp siap digojek jual rugi bornpinkjakarta wts wantosale blackpink worldtour tiketblackpink,"{'amp', 'cat', 'right', 'bornpinkjakarta', 'jakarta', 'wantosale', 'pink', 'want', 'price', 'world', 'available', 'details', 'gelang', 'tiketblackpink', 'wts', 'to', 'rugi', 'worldtour', 'digojek', 'ticket', 'dm', 'sale', 'blackpink', 'for', 'still', 'jual', 'tour', 'section', 'day', 'born'}",Neutral,0.0
1634335146987118592,1634335146987118592,JISOO ROS and LISA arriving in Indonesia earlier BLACKPINK BORNPINK WORLDTOUR BORNPINKinJAKARTA BORNPINKinJKT BORNPINKJakarta BLACKPINKinJAKARTA BLACKPINKinJKT BLACKPINK BORNPINK BLACKPINK WORLDTOUR BORNPINK WORLDTOUR,1634335146987118592,2023-03-30 09:26:25,,,1,21,0,1331143724311560202,lilyllhl,lilyllhl????❤️ || ME by JISOO IS COMING‼️,https://twitter.com/lilyllhl/status/1634335146987118592,,"JISOO,ROSÉ,LISA,BLACKPINK,BORNPINK,WORLDTOUR,BORNPINKinJAKARTA,BORNPINKinJKT,BORNPINKJakarta,BLACKPINKinJAKARTA,BLACKPINKinJKT,BLACKPINK_BORNPINK,BLACKPINK_WORLDTOUR,BORNPINK_WORLDTOUR",,,,,1,2023-03-16 09:28:41,85931764,87247,2023-03-11 06:27:18,,,jisoo ros and lisa arriving in indonesia earlier blackpink bornpink worldtour bornpinkinjakarta bornpinkinjkt bornpinkjakarta blackpinkinjakarta blackpinkinjkt blackpink bornpink blackpink worldtour bornpink worldtour,"{'ros', 'bornpinkinjkt', 'indonesia', 'blackpinkinjakarta', 'blackpinkinjkt', 'lisa', 'bornpink', 'blackpink', 'bornpinkinjakarta', 'in', 'earlier', 'bornpinkjakarta', 'jisoo', 'worldtour', 'and', 'arriving'}",Neutral,0.0
1634336127439237120,1634336127439237120,JISOO ROS and LISA arrived in Indonesia early BLACKPINK BORNPINK WORLDTOUR BORNPINKinJAKARTA BORNPINKinJKT BORNPINKJakarta BLACKPINKinJAKARTA BLACKPINKinJKT BLACKPINK BORNPINK BLACKPINK WORLDTOUR BORNPINK WORLDTOUR,1634336127439237120,2023-03-30 09:26:25,,,1,18,4,1331143724311560202,lilyllhl,lilyllhl????❤️ || ME by JISOO IS COMING‼️,https://twitter.com/lilyllhl/status/1634336127439237120,,"JISOO,ROSÉ,LISA,BLACKPINK,BORNPINK,WORLDTOUR,BORNPINKinJAKARTA,BORNPINKinJKT,BORNPINKJakarta,BLACKPINKinJAKARTA,BLACKPINKinJKT,BLACKPINK_BORNPINK,BLACKPINK_WORLDTOUR,BORNPINK_WORLDTOUR",,,,,1,2023-03-16 09:28:41,85931765,87247,2023-03-11 06:31:11,,,jisoo ros and lisa arrived in indonesia early blackpink bornpink worldtour bornpinkinjakarta bornpinkinjkt bornpinkjakarta blackpinkinjakarta blackpinkinjkt blackpink bornpink blackpink worldtour bornpink worldtour,"{'ros', 'bornpinkinjkt', 'indonesia', 'blackpinkinjakarta', 'early', 'lisa', 'bornpink', 'blackpinkinjkt', 'blackpink', 'arrived', 'in', 'bornpinkinjakarta', 'bornpinkjakarta', 'jisoo', 'worldtour', 'and'}",Neutral,0.0
1634336815229599745,1634336815229599745,JENNIE was also spotted in Jakarta Indonesia earlier BLACKPINK BORNPINK WORLDTOUR BORNPINKinJAKARTA BORNPINKinJKT BORNPINKJakarta BLACKPINKinJAKARTA BLACKPINKinJKT BLACKPINK BORNPINK BLACKPINK WORLDTOUR BORNPINK WORLDTOUR,1634336815229599745,2023-03-30 09:26:25,,,0,16,6,1331143724311560202,lilyllhl,lilyllhl????❤️ || ME by JISOO IS COMING‼️,https://twitter.com/lilyllhl/status/1634336815229599745,,"JENNIE,BLACKPINK,BORNPINK,WORLDTOUR,BORNPINKinJAKARTA,BORNPINKinJKT,BORNPINKJakarta,BLACKPINKinJAKARTA,BLACKPINKinJKT,BLACKPINK_BORNPINK,BLACKPINK_WORLDTOUR,BORNPINK_WORLDTOUR",,,"https://pbs.twimg.com/media/Fq5Uqv5aIAApaS3.jpg,https://pbs.twimg.com/media/Fq5UrCTagAEqOKm.jpg",,1,2023-03-16 09:28:41,85931766,87247,2023-03-11 06:33:55,,,jennie was also spotted in jakarta indonesia earlier blackpink bornpink worldtour bornpinkinjakarta bornpinkinjkt bornpinkjakarta blackpinkinjakarta blackpinkinjkt blackpink bornpink blackpink worldtour bornpink worldtour,"{'bornpinkinjkt', 'indonesia', 'blackpinkinjakarta', 'blackpinkinjkt', 'bornpink', 'blackpink', 'spotted', 'also', 'in', 'jennie', 'jakarta', 'earlier', 'worldtour', 'bornpinkinjakarta', 'bornpinkjakarta', 'was'}",Neutral,0.0
1634338080172785672,1634338080172785672,WTS BORNPINKJakarta Cat 1 Day 1 single digit row Seat L8x best view deket pager best seat hasil dr beli dimembership harga 2 3 aja udah jadi wristband dan bisa cod langsung divenue atau dimanapun Sok dm wts wtb wtt underprice BORNPINKinJKT BORNPINKJakarta BLACKPINK,1634338080172785672,2023-03-30 09:26:25,,,0,0,0,1441053873750175757,DummyRisman,Dummy risman,https://twitter.com/DummyRisman/status/1634338080172785672,,"BORNPINKJakarta,underprice,BORNPINKinJKT,BORNPINKJakarta,BLACKPINK",,,https://pbs.twimg.com/media/Fq5V0f1X0AAz2xG.jpg,,1,2023-03-16 09:28:41,85931767,87247,2023-03-11 06:38:57,,,wts bornpinkjakarta cat day single digit row seat lx best view deket pager best seat hasil dr beli dimembership harga aja udah jadi wristband dan bisa cod langsung divenue atau dimanapun sok dm wts wtb wtt underprice bornpinkinjkt bornpinkjakarta blackpink,"{'langsung', 'bornpinkinjkt', 'cat', 'lx', 'bornpinkjakarta', 'wtb', 'dimembership', 'wristband', 'row', 'day', 'single', 'udah', 'dimanapun', 'wts', 'harga', 'underprice', 'beli', 'aja', 'dr', 'wtt', 'dm', 'divenue', 'best', 'blackpink', 'digit', 'cod', 'pager', 'deket', 'seat', 'sok', 'hasil', 'view'}",Neutral,0.0
1634338418347089920,1634338418347089920,Gila ya pada WTB tiket tapi nawar ngasih harga kaya beli kacang tanah wtbblackpink BORNPINKJakarta BORNPINK BLACKPINKINJKT BLACKPINK,1634338418347089920,2023-03-30 09:26:25,,,3,4,3,244432724,agathamarii,Agatha Brenda Marini,https://twitter.com/agathamarii/status/1634338418347089920,,"wtbblackpink,BORNPINKJakarta,BORNPINK,BLACKPINKINJKT,BLACKPINK",,,,,0,2023-03-16 09:28:41,85931768,87247,2023-03-11 06:40:18,,,gila ya pada wtb tiket tapi nawar ngasih harga kaya beli kacang tanah wtbblackpink bornpinkjakarta bornpink blackpinkinjkt blackpink,"{'kaya', 'gila', 'tanah', 'blackpinkinjkt', 'bornpink', 'tiket', 'blackpink', 'wtbblackpink', 'bornpinkjakarta', 'ya', 'nawar', 'ngasih', 'harga', 'wtb', 'beli', 'kacang'}",Neutral,0.0
1634338492171063298,1634338492171063298,WTB Bornpink Blackpink Jakarta VIP Soundcheck DAY 2 1 TIX FULL PAYMENT VENUE BORNPINKJakarta BORNPINKinJKT BLACKPINKinJKT,1634338492171063298,2023-03-30 09:26:25,,,1,0,0,1098549446743187456,dramaspoiler21,Ulfa Arianti,https://twitter.com/dramaspoiler21/status/1634338492171063298,,"BORNPINKJakarta,BORNPINKinJKT,BLACKPINKinJKT",,,,,0,2023-03-16 09:28:41,85931769,87247,2023-03-11 06:40:35,,,wtb bornpink blackpink jakarta vip soundcheck day tix full payment venue bornpinkjakarta bornpinkinjkt blackpinkinjkt,"{'bornpinkinjkt', 'tix', 'vip', 'day', 'payment', 'blackpinkinjkt', 'bornpink', 'full', 'venue', 'blackpink', 'bornpinkjakarta', 'jakarta', 'soundcheck', 'wtb'}",Neutral,0.0
